WKT,unnamed (1),unnamed (2),unnamed (3),unnamed (4)
,,PHT,LINTANG ,BUJUR
"POINT (101.57323019579052 -2.139557357877573)",BNGKO - SPNUH #0325,TOWER SUTT 150kV BNGKO - SPNUH #0325,-2.139557357877573,101.57323019579052
"POINT (101.57488509781611 -2.1376153217319147)",BNGKO - SPNUH #0326,TOWER SUTT 150kV BNGKO - SPNUH #0326,-2.1376153217319147,101.57488509781611
"POINT (101.57462904823817 -2.1349133861673724)",BNGKO - SPNUH #0327,TOWER SUTT 150kV BNGKO - SPNUH #0327,-2.1349133861673724,101.57462904823817
"POINT (101.57358330245887 -2.1327369837410353)",BNGKO - SPNUH #0328,TOWER SUTT 150kV BNGKO - SPNUH #0328,-2.1327369837410353,101.57358330245887
"POINT (101.57200798334408 -2.1308416459618593)",BNGKO - SPNUH #0329,TOWER SUTT 150kV BNGKO - SPNUH #0329,-2.1308416459618593,101.57200798334408
"POINT (101.57 -2.12761)",BNGKO - SPNUH #0330,TOWER SUTT 150kV BNGKO - SPNUH #0330,-2.12761,101.57
"POINT (101.567 -2.127)",BNGKO - SPNUH #0331,TOWER SUTT 150kV BNGKO - SPNUH #0331,-2.127,101.567
"POINT (101.565 -2.12652)",BNGKO - SPNUH #0332,TOWER SUTT 150kV BNGKO - SPNUH #0332,-2.12652,101.565
"POINT (101.56318626792473 -2.1256685738291403)",BNGKO - SPNUH #0333,TOWER SUTT 150kV BNGKO - SPNUH #0333,-2.1256685738291403,101.56318626792473
"POINT (101.56 -2.12476)",BNGKO - SPNUH #0334,TOWER SUTT 150kV BNGKO - SPNUH #0334,-2.12476,101.56
"POINT (101.559 -2.12429)",BNGKO - SPNUH #0335,TOWER SUTT 150kV BNGKO - SPNUH #0335,-2.12429,101.559
"POINT (101.557 -2.12372)",BNGKO - SPNUH #0336,TOWER SUTT 150kV BNGKO - SPNUH #0336,-2.12372,101.557
"POINT (101.55562495812777 -2.1243309089914026)",BNGKO - SPNUH #0337,TOWER SUTT 150kV BNGKO - SPNUH #0337,-2.1243309089914026,101.55562495812777
"POINT (101.554 -2.12506)",BNGKO - SPNUH #0338,TOWER SUTT 150kV BNGKO - SPNUH #0338,-2.12506,101.554
"POINT (101.551 -2.1267)",BNGKO - SPNUH #0339,TOWER SUTT 150kV BNGKO - SPNUH #0339,-2.1267,101.551
"POINT (101.5473967091431 -2.1282074918570686)",BNGKO - SPNUH #0340,TOWER SUTT 150kV BNGKO - SPNUH #0340,-2.1282074918570686,101.5473967091431
"POINT (101.5444700399579 -2.129495782728843)",BNGKO - SPNUH #0341,TOWER SUTT 150kV BNGKO - SPNUH #0341,-2.129495782728843,101.5444700399579
"POINT (101.543 -2.13278)",BNGKO - SPNUH #0342,TOWER SUTT 150kV BNGKO - SPNUH #0342,-2.13278,101.543
"POINT (101.54222369341397 -2.134759773463636)",BNGKO - SPNUH #0343,TOWER SUTT 150kV BNGKO - SPNUH #0343,-2.134759773463636,101.54222369341397
"POINT (101.54108714893088 -2.137455064438446)",BNGKO - SPNUH #0344,TOWER SUTT 150kV BNGKO - SPNUH #0344,-2.137455064438446,101.54108714893088
"POINT (101.53986107675931 -2.1403403120055544)",BNGKO - SPNUH #0345,TOWER SUTT 150kV BNGKO - SPNUH #0345,-2.1403403120055544,101.53986107675931
"POINT (101.53798613910534 -2.1420064787874336)",BNGKO - SPNUH #0346,TOWER SUTT 150kV BNGKO - SPNUH #0346,-2.1420064787874336,101.53798613910534
"POINT (101.53653028131626 -2.14174679426065)",BNGKO - SPNUH #0347,TOWER SUTT 150kV BNGKO - SPNUH #0347,-2.14174679426065,101.53653028131626
"POINT (101.53581753343677 -2.1399222460934544)",BNGKO - SPNUH #0348,TOWER SUTT 150kV BNGKO - SPNUH #0348,-2.1399222460934544,101.53581753343677
"POINT (101.53510477456653 -2.138088657258889)",BNGKO - SPNUH #0349,TOWER SUTT 150kV BNGKO - SPNUH #0349,-2.138088657258889,101.53510477456653
"POINT (101.53437403655363 -2.1362460575673015)",BNGKO - SPNUH #0350,TOWER SUTT 150kV BNGKO - SPNUH #0350,-2.1362460575673015,101.53437403655363
"POINT (101.53415839886296 -2.132625875528913)",BNGKO - SPNUH #0351,TOWER SUTT 150kV BNGKO - SPNUH #0351,-2.132625875528913,101.53415839886296
"POINT (101.53396059013902 -2.1292943330481786)",BNGKO - SPNUH #0352,TOWER SUTT 150kV BNGKO - SPNUH #0352,-2.1292943330481786,101.53396059013902
"POINT (101.53383691515775 -2.1273455573245945)",BNGKO - SPNUH #0353,TOWER SUTT 150kV BNGKO - SPNUH #0353,-2.1273455573245945,101.53383691515775
"POINT (101.53360630932106 -2.124542958843121)",BNGKO - SPNUH #0354,TOWER SUTT 150kV BNGKO - SPNUH #0354,-2.124542958843121,101.53360630932106
"POINT (101.53343532533484 -2.122581689966551)",BNGKO - SPNUH #0355,TOWER SUTT 150kV BNGKO - SPNUH #0355,-2.122581689966551,101.53343532533484
"POINT (101.5332420706322 -2.1197620550297156)",BNGKO - SPNUH #0356,TOWER SUTT 150kV BNGKO - SPNUH #0356,-2.1197620550297156,101.5332420706322
"POINT (101.53303995615398 -2.1170147402221593)",BNGKO - SPNUH #0357,TOWER SUTT 150kV BNGKO - SPNUH #0357,-2.1170147402221593,101.53303995615398
"POINT (101.53029741467972 -2.1155279217241123)",BNGKO - SPNUH #0358,TOWER SUTT 150kV BNGKO - SPNUH #0358,-2.1155279217241123,101.53029741467972
"POINT (101.5276717397006 -2.114086092295958)",BNGKO - SPNUH #0359,TOWER SUTT 150kV BNGKO - SPNUH #0359,-2.114086092295958,101.5276717397006
"POINT (101.52496854730454 -2.112573467486114)",BNGKO - SPNUH #0360,TOWER SUTT 150kV BNGKO - SPNUH #0360,-2.112573467486114,101.52496854730454
"POINT (101.52253082382735 -2.1112482409773845)",BNGKO - SPNUH #0361,TOWER SUTT 150kV BNGKO - SPNUH #0361,-2.1112482409773845,101.52253082382735
"POINT (101.51901242509837 -2.109337011310455)",BNGKO - SPNUH #0362,TOWER SUTT 150kV BNGKO - SPNUH #0362,-2.109337011310455,101.51901242509837
"POINT (101.51653962914085 -2.1079852731025914)",BNGKO - SPNUH #0363,TOWER SUTT 150kV BNGKO - SPNUH #0363,-2.1079852731025914,101.51653962914085
"POINT (101.51333665108695 -2.107659516438598)",BNGKO - SPNUH #0364,TOWER SUTT 150kV BNGKO - SPNUH #0364,-2.107659516438598,101.51333665108695
"POINT (101.50999406352648 -2.107276422903048)",BNGKO - SPNUH #0365,TOWER SUTT 150kV BNGKO - SPNUH #0365,-2.107276422903048,101.50999406352648
"POINT (101.50713800533129 -2.106972539403591)",BNGKO - SPNUH #0366,TOWER SUTT 150kV BNGKO - SPNUH #0366,-2.106972539403591,101.50713800533129
"POINT (101.50387688772749 -2.106488628778793)",BNGKO - SPNUH #0367,TOWER SUTT 150kV BNGKO - SPNUH #0367,-2.106488628778793,101.50387688772749
"POINT (101.50146296194396 -2.1063801446084724)",BNGKO - SPNUH #0368,TOWER SUTT 150kV BNGKO - SPNUH #0368,-2.1063801446084724,101.50146296194396
"POINT (101.4992281 -2.1056135)",BNGKO - SPNUH #0369,TOWER SUTT 150kV BNGKO - SPNUH #0369,-2.1056135,101.4992281
"POINT (101.4960250965963 -2.105826647234301)",BNGKO - SPNUH #0370,TOWER SUTT 150kV BNGKO - SPNUH #0370,-2.105826647234301,101.4960250965963
"POINT (101.49499769756119 -2.1032152663668264)",BNGKO - SPNUH #0371,TOWER SUTT 150kV BNGKO - SPNUH #0371,-2.1032152663668264,101.49499769756119
"POINT (101.49349614292963 -2.1005662968546663)",BNGKO - SPNUH #0372,TOWER SUTT 150kV BNGKO - SPNUH #0372,-2.1005662968546663,101.49349614292963
"POINT (101.4922603515874 -2.097697698008912)",BNGKO - SPNUH #0373,TOWER SUTT 150kV BNGKO - SPNUH #0373,-2.097697698008912,101.4922603515874
"POINT (101.4908376602488 -2.0948525150710973)",BNGKO - SPNUH #0374,TOWER SUTT 150kV BNGKO - SPNUH #0374,-2.0948525150710973,101.4908376602488
"POINT (101.49018274806437 -2.092635719105636)",BNGKO - SPNUH #0375,TOWER SUTT 150kV BNGKO - SPNUH #0375,-2.092635719105636,101.49018274806437
"POINT (101.4893801781616 -2.090037561849579)",BNGKO - SPNUH #0376,TOWER SUTT 150kV BNGKO - SPNUH #0376,-2.090037561849579,101.4893801781616
"POINT (101.48870054259899 -2.087203751318171)",BNGKO - SPNUH #0377,TOWER SUTT 150kV BNGKO - SPNUH #0377,-2.087203751318171,101.48870054259899
"POINT (101.48769631516187 -2.084345563198535)",BNGKO - SPNUH #0378,TOWER SUTT 150kV BNGKO - SPNUH #0378,-2.084345563198535,101.48769631516187
"POINT (101.48613711365813 -2.081679335290183)",BNGKO - SPNUH #0379,TOWER SUTT 150kV BNGKO - SPNUH #0379,-2.081679335290183,101.48613711365813
"POINT (101.48459878631452 -2.0799763095821917)",BNGKO - SPNUH #0380,TOWER SUTT 150kV BNGKO - SPNUH #0380,-2.0799763095821917,101.48459878631452
"POINT (101.48289314936845 -2.0781072112732146)",BNGKO - SPNUH #0381,TOWER SUTT 150kV BNGKO - SPNUH #0381,-2.0781072112732146,101.48289314936845
"POINT (101.48077659247596 -2.075664055769375)",BNGKO - SPNUH #0382,TOWER SUTT 150kV BNGKO - SPNUH #0382,-2.075664055769375,101.48077659247596
"POINT (101.47863554492373 -2.073194203180731)",BNGKO - SPNUH #0383,TOWER SUTT 150kV BNGKO - SPNUH #0383,-2.073194203180731,101.47863554492373
"POINT (101.47536570961695 -2.072823847889461)",BNGKO - SPNUH #0384,TOWER SUTT 150kV BNGKO - SPNUH #0384,-2.072823847889461,101.47536570961695
"POINT (101.4722533151507 -2.0724004134536798)",BNGKO - SPNUH #0385,TOWER SUTT 150kV BNGKO - SPNUH #0385,-2.0724004134536798,101.4722533151507
"POINT (101.46902040173939 -2.072008867270854)",BNGKO - SPNUH #0386,TOWER SUTT 150kV BNGKO - SPNUH #0386,-2.072008867270854,101.46902040173939
"POINT (101.46622759290041 -2.0716051058843736)",BNGKO - SPNUH #0387,TOWER SUTT 150kV BNGKO - SPNUH #0387,-2.0716051058843736,101.46622759290041
"POINT (101.46363574778661 -2.0710435876390045)",BNGKO - SPNUH #0388,TOWER SUTT 150kV BNGKO - SPNUH #0388,-2.0710435876390045,101.46363574778661
"POINT (101.4620038340883 -2.0688622467601165)",BNGKO - SPNUH #0389,TOWER SUTT 150kV BNGKO - SPNUH #0389,-2.0688622467601165,101.4620038340883
"POINT (101.46016044542193 -2.066343105398119)",BNGKO - SPNUH #0390,TOWER SUTT 150kV BNGKO - SPNUH #0390,-2.066343105398119,101.46016044542193
"POINT (101.45840370335874 -2.0640015217782817)",BNGKO - SPNUH #0391,TOWER SUTT 150kV BNGKO - SPNUH #0391,-2.0640015217782817,101.45840370335874
"POINT (101.45664059885816 -2.061586425425421)",BNGKO - SPNUH #0392,TOWER SUTT 150kV BNGKO - SPNUH #0392,-2.0615864254254209373,101.45664059885816
"POINT (101.45520854761813 -2.059938727996092)",BNGKO - SPNUH #0393,TOWER SUTT 150kV BNGKO - SPNUH #0393,-2.059938727996092,101.45520854761813
"POINT (101.45349397324009 -2.0567868184299325)",BNGKO - SPNUH #0394,TOWER SUTT 150kV BNGKO - SPNUH #0394,-2.0567868184299325,101.45349397324009
"POINT (101.45161506719883 -2.0536870090291526)",BNGKO - SPNUH #0395,TOWER SUTT 150kV BNGKO - SPNUH #0395,-2.0536870090291526,101.45161506719883
"POINT (101.45082353730686 -2.0514589251251887)",BNGKO - SPNUH #0396,TOWER SUTT 150kV BNGKO - SPNUH #0396,-2.0514589251251887,101.45082353730686
"POINT (101.44975525799057 -2.0487296991505497)",BNGKO - SPNUH #0397,TOWER SUTT 150kV BNGKO - SPNUH #0397,-2.0487296991505497,101.44975525799057
"POINT (101.44902464589093 -2.0459302143218863)",BNGKO - SPNUH #0398,TOWER SUTT 150kV BNGKO - SPNUH #0398,-2.0459302143218863,101.44902464589093
"POINT (101.44819257867097 -2.043362964503013)",BNGKO - SPNUH #0399,TOWER SUTT 150kV BNGKO - SPNUH #0399,-2.043362964503013,101.44819257867097
"POINT (101.44620583354822 -2.041127037500389)",BNGKO - SPNUH #0400,TOWER SUTT 150kV BNGKO - SPNUH #0400,-2.041127037500389,101.44620583354822
"POINT (101.44511714820113 -2.0385451973998103)",BNGKO - SPNUH #0401,TOWER SUTT 150kV BNGKO - SPNUH #0401,-2.0385451973998103,101.44511714820113
"POINT (101.44437114824544 -2.035179503727727)",BNGKO - SPNUH #0402,TOWER SUTT 150kV BNGKO - SPNUH #0402,-2.035179503727727,101.44437114824544
"POINT (101.44230041652912 -2.0337329409086102)",BNGKO - SPNUH #0403,TOWER SUTT 150kV BNGKO - SPNUH #0403,-2.0337329409086102,101.44230041652912
"POINT (101.43954829228946 -2.0319050797411613)",BNGKO - SPNUH #0404,TOWER SUTT 150kV BNGKO - SPNUH #0404,-2.0319050797411613,101.43954829228946
"POINT (101.43623373346435 -2.030125303470984)",BNGKO - SPNUH #0405,TOWER SUTT 150kV BNGKO - SPNUH #0405,-2.030125303470984,101.43623373346435
"POINT (101.4341359771789 -2.027677358128149)",BNGKO - SPNUH #0406,TOWER SUTT 150kV BNGKO - SPNUH #0406,-2.027677358128149,101.4341359771789
"POINT (101.43253520131113 -2.025810279883539)",BNGKO - SPNUH #0407,TOWER SUTT 150kV BNGKO - SPNUH #0407,-2.025810279883539,101.43253520131113
"POINT (101.43078973051149 -2.025439648423421)",BNGKO - SPNUH #0408,TOWER SUTT 150kV BNGKO - SPNUH #0408,-2.025439648423421,101.43078973051149
"POINT (101.4274906892473 -2.024745626543582)",BNGKO - SPNUH #0409,TOWER SUTT 150kV BNGKO - SPNUH #0409,-2.024745626543582,101.4274906892473
"POINT (101.42433850094673 -2.024150295183166)",BNGKO - SPNUH #0410,TOWER SUTT 150kV BNGKO - SPNUH #0410,-2.024150295183166,101.42433850094673
"POINT (101.42149409512058 -2.0236143737565744)",BNGKO - SPNUH #0411,TOWER SUTT 150kV BNGKO - SPNUH #0411,-2.0236143737565744,101.42149409512058
"POINT (101.41838705110737 -2.0230558408651733)",BNGKO - SPNUH #0412,TOWER SUTT 150kV BNGKO - SPNUH #0412,-2.0230558408651733,101.41838705110737
"POINT (101.4150862999594 -2.0223878826792308)",BNGKO - SPNUH #0413,TOWER SUTT 150kV BNGKO - SPNUH #0413,-2.0223878826792308,101.4150862999594
"POINT (101.41225726757624 -2.0218943932907414)",BNGKO - SPNUH #0414,TOWER SUTT 150kV BNGKO - SPNUH #0414,-2.0218943932907414,101.41225726757624
"POINT (101.40911310480342 -2.022111862589389)",BNGKO - SPNUH #0415,TOWER SUTT 150kV BNGKO - SPNUH #0415,-2.022111862589389,101.40911310480342
"POINT (101.40676364532654 -2.022243699893959)",BNGKO - SPNUH #0416,TOWER SUTT 150kV BNGKO - SPNUH #0416,-2.022243699893959,101.40676364532654
"POINT (101.40442464237684 -2.022425865287885)",BNGKO - SPNUH #0417,TOWER SUTT 150kV BNGKO - SPNUH #0417,-2.022425865287885,101.40442464237684
"POINT (101.40195749700071 -2.02254727017134)",BNGKO - SPNUH #0418,TOWER SUTT 150kV BNGKO - SPNUH #0418,-2.02254727017134,101.40195749700071
"POINT (101.39967524429038 -2.0243412406273196)",BNGKO - SPNUH #0419,TOWER SUTT 150kV BNGKO - SPNUH #0419,-2.0243412406273196,101.39967524429038
"POINT (101.39710963033535 -2.0254574340457503)",BNGKO - SPNUH #0420,TOWER SUTT 150kV BNGKO - SPNUH #0420,-2.0254574340457503,101.39710963033535
"POINT (101.39468341963561 -2.0265287402458605)",BNGKO - SPNUH #0421,TOWER SUTT 150kV BNGKO - SPNUH #0421,-2.0265287402458605,101.39468341963561
"POINT (101.39224504120648 -2.0276513323187895)",BNGKO - SPNUH #0422,TOWER SUTT 150kV BNGKO - SPNUH #0422,-2.0276513323187895,101.39224504120648
"POINT (101.38996856988147 -2.0295428171874166)",BNGKO - SPNUH #0423,TOWER SUTT 150kV BNGKO - SPNUH #0423,-2.0295428171874166,101.38996856988147
"POINT (101.38749638415318 -2.031577568037583)",BNGKO - SPNUH #0424,TOWER SUTT 150kV BNGKO - SPNUH #0424,-2.031577568037583,101.38749638415318
"POINT (101.38561560772361 -2.03331199008972)",BNGKO - SPNUH #0425,TOWER SUTT 150kV BNGKO - SPNUH #0425,-2.03331199008972,101.38561560772361
"POINT (101.38512351550159 -2.0369882090017404)",BNGKO - SPNUH #0426,TOWER SUTT 150kV BNGKO - SPNUH #0426,-2.0369882090017404,101.38512351550159
"POINT (101.38505337924768 -2.039302852549888)",BNGKO - SPNUH #0427,TOWER SUTT 150kV BNGKO - SPNUH #0427,-2.039302852549888,101.38505337924768
"POINT (101.38577596892193 -2.0411936450746913)",BNGKO - SPNUH #0428,TOWER SUTT 150kV BNGKO - SPNUH #0428,-2.0411936450746913,101.38577596892193
"POINT (101.3865442197833 -2.0431167939772514)",BNGKO - SPNUH #0429,TOWER SUTT 150kV BNGKO - SPNUH #0429,-2.0431167939772514,101.3865442197833
"POINT (101.38760359450522 -2.0457492089279716)",BNGKO - SPNUH #0430,TOWER SUTT 150kV BNGKO - SPNUH #0430,-2.0457492089279716,101.38760359450522
